1	是 去年 的 第一 大牛股 一般来说 前 一年 的 大牛股 都 不会 今年 的 热点 所以 该股 解套 后 建议 换股 为 宜 是 今年 的 电力 龙头 属于 主流 板块 这 只 股 你 算 买 到 热点 了 涨 到 目前 这个 位置 加仓 有些 高 持有 原来 的 筹码 即可
1	连续 缩量 涨停 持股 所在 的 钢铁 板块 是 近期 的 热门 之一 可 持股 也 是 热门 龙头 之一 持股 你 的 风格 不错 较为 激进 操作 的 股票 都 比较 接近 热点 恭喜 你 祝 你 投资 顺利
0	创业板 中 相对 较弱 的 建议 换股
1	要么 持股 要么 换股
1	不是 热点 建议 换股 操作
1	是 去年 的 热点 但 今年 已经 过 气 在 年线 附近 但 也 不会 有太大 动作
2	股性 极为 活跃 日 均线 有 支撑
2	慢 牛股 但 有 突破 元 的 潜力
1	暂时 持有 等待 创业板 企稳 后 再 出货
1	wen   ti   bu   da
1	整体 慢速 爬升 趋势 向 好 但 业绩 有所 下滑 制约 高度
1	慢 牛股 如果 你 不 嫌慢 就 持股
1	目前 已 调整 至周 均线 附近 关注 能否 企稳 暂时 持有 一下
1	横向 整理 为主 不会 大涨 也 不会 大跌
1	横向 整理 为主
1	短线 元 附近 介入 较 好
2	超 强势 个股 持有
1	该股 所在 的 稀土 永磁 行业 不是 热门 建议 换 更好 的 股 关注
1	该股 行业 上 不 属于 目前 的 主流 所以 显示 为慢 牛 行情 暂 不 需要 止损 离开 但 可以 分批 换股
1	该股 目前 在 上升 趋势 下轨 附近 能否 走强 需要 板块 的 热度 支持
1	板块 效应 暂时 一般 中线 慢 目前 还 在 震荡 过程 中 不过 业绩 大增 对 该 股 未来 的 突破 有 促进作用
1	这 两只 股票 都 不错 可逢 低 买入 但 不要 追涨
2	短期 走势 较 稳健 逢 低 可入
1	这真 不好 预测
1	预计 该 股日 均线 附近 有 支撑
1	应该 问题 不 大
2	一路 单边 上行 走势 非常 独立 目前 已 刷新 历史 新高 有 加速 潜力 持股
2	非常 不错 可 少量 追涨
1	套 的 不算 多 后期 还有 震荡 走高 机会
1	中 电 环保 可 追 和 强势 继续 持股
1	后期 还有 反复 暂时 持有
1	目前 不是 主流 暂时 继续 整理 为主 是否 换股 要 看 你 对 热点 的 把握 能力 大小
1	是 个 慢牛 你 能 解套 但 获 大利 的 概率 不高 有 短线 获利 机会 持有
2	该股 走势 非常 独立 中线 行情 可 期
1	一波 上涨 之后 进行 整理 的 概率 大 的 上升 趋势 下轨 在 日 均线 附近 不破 日 均线 一路 持有
2	该股 是 慢牛 目前 在 趋势 下轨 持有
2	这 两只 股 都 不错 可 持股
1	冷门 股 建议 解套 后换 股 操作
1	这 两只 股 都 震荡 向上 持股 为主
1	是 个 慢牛 解套 后换 股 操作 是 高铁 热门 但 不是 龙头
2	八类 个股 经过 连续 的 大跌 之后 有 反弹 欲望 越来越 强 暂时 持有
1	是 一匹 快马 在 日 均线 上方 止跌 的 概率 较大 目前 横向 整理 有 突破 迹象 持有 整体 走势 较强 还 可 持股
2	这是 一只 典型 的 中线 牛股 持有
1	强势 明显 可 在 分时图 下轨 少量 加仓 是 典型 的 波段 谷底 可加仓
2	这是 一只 大牛 今日 出现 巨大 振幅 但 趋势 没有 破坏 可 继续 持股
1	是 大牛市 持有 今天 起 了 中大阳 关注 元 突破 持股 没有 这 支票
1	整体 趋势 比较 强势 不过 目前 的 热点 在 主板 以 大盘股 为主 建议 关注 低价 大盘股 题材股 建议 环保
1	暂时 不是 主流 短线 建议 反弹 换股 快速 反弹 暂时 持股 是 一只 长牛 很 适合 做 波段
0	这票 一般 出 的 没 啥 错误 可以 再换 其他 活跃 点 的 股
1	千山 药机 整体 趋势 没有 任何 问题 特变 电工 速率 较慢 元 上方 有 支撑 沈阳机床 整体 走势 较 好 持有 为主
1	中线 仍 有 走高 机会 目前 在 底部 慢牛 上攻 有 突破 迹象 是 一只 妖股 中线 继续 走高 可 期
2	千山 药机 连续 大涨 创出 新高 的 概率 很大 持股
2	该股 连续 急速 上攻 后市 还 将 继续 惯性 上涨
1	这是 D 打印 板块 的 第一 大 龙头 不过 经过 连续 的 暴涨 之后 有 调整 需求 短线 观望 中线 可 持续 跟踪
2	还 可 继续 持股 不过 你 追 的 有点 高
0	完全 不入流 换股 操作
0	完全 不是 今年 的 主流 早就 该换 股 了
1	整体 走势 较 好 持股 速率 较慢 还有 震荡 上涨 的 潜力
2	依托 于 日 均线 一路上 行 持股 为宜
1	向上 的 趋势 不变 持股 阻力 在 元
2	是 典型 的 慢牛 你 追 的 有点 高 不过 中线 有 机会 出来 趋势 良好 元 附近 是 重要 压力 位
1	慢牛 不会 有 太 突出 的 表现 但 也 不会 出现 大跌
1	是 慢牛 但是 过 还是 有 可能 的 可 中线 持有 突破 历史 新高 有 惯性 上涨 潜力
1	目标价 历史 新高 元 在 日 均线 可入
1	还 可 持有 但 空间 不 大
1	今日 大盘 比较 极端 你 如果 想 介入 可 少量
1	短期 观望
2	预计 元 上方 有 中级 支撑
1	不是 热点 反弹 换股 操作
1	慢 牛股 暂 持有
2	依托 于 日 均线 慢速 走高 复牌 后 连续 涨停 的 概率 大
1	该股 是 去年 的 高 送 转 龙头 但 风水 轮流转 今年 它 不是 高送 转 热点 概念 建议 换股
1	大盘 跳水 这么 多 今天 已经 很强 了 目前 不是 热点
2	牛市 行情 利好 居多
2	整体 比较 强势 还 可 持股
1	是 一只 中线 牛股 但 目前 不 适合 建仓 日 均线 附近 再说 可 放入 股票 池做 中线 跟踪
1	不是 热点 暂时 观望 为主
2	这是 一只 超级 牛股 复牌 后 什么 情况 都 可能 发生
1	横向 整理 还有 向上 的 潜力 持股 为宜 趋势 很 好 有 挑战 历史 高点 元 的 潜力 中线 可 继续 走高 持有
1	突破 历史 新高 持股 中线 仍 有 走高 机会 持股 高铁 订单 取消 对 大盘 只是 短期 影响 你 仔细 想 一下 没有 高铁 的 热点 还会 有 更 多 其他 的 热点 高铁 只是 牛市 热门 板块 的 一个 方面 不是 因为 有 了 高铁 才 有 牛市 所以 高铁 和 牛市 没有 直接 关系
2	短线 走势 强劲 不错
2	红宇 新材 日 均线 不破 还 可 继续 持股 你 是 包月 用户 吗 如果 是 包月 不用 花钱 在 这里 提问 可以 直接 在 说 说 里面 问 我 没有 费用
2	正在 突破 历史 新高 继续 持股
2	这是 高铁 板块 的 一只 另类 日 均线 可 介入
1	今日 强势 涨停 持股 在 趋势 下轨 持有
2	超强 票 继续 看高
1	今天 次新股 整体 下跌 不过 在 大势 向 好 的 情况 下 该 股有 反弹 机会
1	业绩 大幅 亏损 是 它 的 软肋 目前 尽量 做 业绩 增长 的 票
1	目前 横向 整理 关注 突破 方向 如果 选择 向上 突破 可加仓
2	还有 戏 还 可 持有
2	高送 转 还有 好股 将 冒出来
1	随 次新股 集体 出现 大跌 暂时 还 比较 难说
1	次新股 可 关注
1	不好 说
1	你 买 高 了 趋势 不错 但 不要 以 追涨 的 方式 买
1	在 和 这种 股里 冲浪 也 有 短平快 的 思想 不能 太 恋战 有 热度 有 升温 迹象
1	整体 趋势 比较 强 还有 震荡 走高 的 机会 持有 如果 日 均线 有效 跌破 就 出局
1	日 均线 不破 就 继续 持有
1	短期 将 出现 一定 的 调整 走势
2	今天 次新股 整体 不错 可 暂时 持有 一下
2	次新股 属于 大 热门 可 继续 持股
2	短期 支撑位 附近 压力 位 左右 中期 趋势 向上 可 持有 等 反弹
1	在 附近 压力 大 是 形成 的 历史 高点 目前 看到 此 价位
2	此股 在 强势 上涨 阶段 目标 位 附近 明天 回探 后 有 再次 冲击 涨停 的 潜力 如 明天 早盘 冲高 可先 离场 等 回调 接 回 重要 支撑
2	上涨 趋势 持有 回调 可加仓
2	目前 中线 趋势 保持良好 创出 历史 新高 可 继续 持有
2	可以 继续 持股 目标价 短期 支撑 不 跌破 支撑位 就 好
1	暂时 走势 稳健 今天 早盘 不能 冲 过 昨天 的 高点 可以 考虑 离场
2	可 持有 待涨 阻力 元 中国 一重 目标 位
1	文峰 股份 正在 走 中期 调整 调整 目标 看到 附近 可 考虑 止损 离场 中国 铁建 支撑位 可 持有 等待 反弹 文峰 股份 正在 走 中期 调整 调整 目标 看到 附近 可 考虑 止损 离场 中国 铁建 支撑位 可 持有 等待 反弹
1	不封板 就别进 了 依顿 电子 不用 补仓 这个 短期 上涨 力度 不 大 波动 太小 暂时 不 适合 做 T
1	股价 暂时 在 间 区间 震荡 可 等 反弹 如 反弹 到 附近 滞涨 先 离场 为佳
1	依托 日 均线 缓慢 爬升 阻力位 附近 的 前期 高点 支撑 突破 阻力位 可 看到 附近 融资 融券 没 研究 过 不 清楚
1	位置 可以 短期 反弹 左右 可以 离场 位置 可以 短期 反弹 左右 可以 离场
1	是 短期 支撑 不能 冲高 看 的 支撑 情况 不 有效 跌破 还 能 组织 一波 上涨
1	主要 炒作 一路 一带 有 解套 可 出 头部 比较 明显 在 元 附近 几次 没 过关 业绩 尚可 无 业绩 地雷 目前 在 日线 企稳 了 可暂 持有
1	大盘 电力 股 有 国企改革 预期 谨慎 看多 图形 也 是 突破 后 横盘 整理 但 弹性 不是 好 呢 够 这种 股要 涨 也 不 容易
1	你好 我 的 看法 月线 周线 都 还 没有 出现 放量 的 情况 暂时 没有 见底 基本面 还是 过关 的 北京地区 业绩 有 保证 的 三网 融合 股 考虑 大跌 做 倒金字塔 操作 就是 分 批次 买 大跌 大买 反弹 减仓
1	刚刚 恢复 了
1	大盘 是 调整 状态 多头 不会 那么 快 失效 四川 路桥 目前 有 天府 新区 事件 刺激 是 利好 可 继续 留一留 一旦 开始 弱 收盘 就要 考虑 了
1	受 利好 刺激 涨停 打开 了 更 大 的 上升 空间 当然 明天 只要 是 高开低走 都 可以 考虑 继续 看涨 如 高开低走 可能 要 先 出来 等 企稳 再 考虑 重新 进入
1	你好 是 石墨 烯 题材 该股 目前 已经 走出 底部 区域 而且 整体 看 是 处于 历史 新高 阶段 从 这个 角度 上 看 介入 的 时机 并非 完全正确 尽量 在 刚刚 脱离 底部 的 地方 介入 较佳 前 几天 有 一根 长 的 上影线 一般 都 会 有 一个 下影线 与 之 呼应 也 就是 有 可能 发生 急跌 探底 回升 的 情况 因此 短线 不要 下跌 被 洗出去 但 这股 的 预期 不能 太高 有 盈利 就 好 主要 市场 博弈 其大 股东 军工 资产 的 注入 情况 目前 还是 底部 区域 的 个股 需要 事件 刺激 如果 事件 刺激 确定性 较 高 可以 持股 待涨 个人 看法 军工 注入 是 有 预期 的 但 时间 节点 不好 把 控 皖维 高新 也 是 国企改革 概念 安徽 本地 国企 主要 也 是 相对 位置 较 高 自仪 股份 也 是 上海 国企改革 这个 资产 注入 的 预期 也 是 比较 强烈 的 其 业务 题材 变成 了 科技园 港口 园区 开发 了 由于 上海 地皮 很 贵 这些 业务 的 盈利 是 没 问题 的 但 爆发力 相对 差一点 成长性 也 一般般 总之 您 的 股票 我 看 出来 了 都 是 相对 位置 比较 高 做 中线 都 没 成本 优势 题材 也 都 是 一些 传统 题材 如果 你 做 中线 的 个人 建议 股价 突破 天线 或者 天线 的 时候 您 参与 短线 则 注意 快 进快 出
1	不要 轻易 割肉 如果 出现 大阳线 后 逢 低 补仓 做 滚动
1	最好 等 差价 加 一次 或者 更多 再加 亏 时间 不亏 钱 但 呀 注意 反弹 减仓 后市 才 有钱 继续 加
2	你好 探底 回升 的 技术 形态 可暂 持有 待涨 压力 位
1	一般 会 有 体现 但 不如 国金 证券 的 走势 之前 很多 相同 情况 的 个股 的 走势 都 是 类似 的
1	题材 稀缺 但是 股本 较大 流通 市值 超过 亿 翻倍 甚至 大 赚 的 概率 不是 特别 大 主要 买点 就是 火箭 军 这个 是 对 标的 题材 有 机会 还是 换换 小票 吧 或者 资金量 介入 明显 的 前 几天 航天 通信 那种 成交量 就 可以 考虑 做做
1	你好 做 趋势 之友 冠昊 生物 在 今天 基因 板块 整体 暴涨 的 情况 下 居然 震荡 而且 送 的 利好 也 没有 体现 我 认为 从 两 方面 来说 都 有 可能 股价 被 低估 了 除非 是 主控 机构 的 故意 行为 建议 还是 关注 其中 线 行情 适当 做 T 华升 股份 有 国企改革 和 参股 湘财 证券 借壳上市 的 利好 短线 可以 逢高卖出 预计 成为 一时间 的 热点 可以 先轻 仓位 抢筹 等 开板 后 根据 走势 再 重仓 参与 这 股 预计 翻倍 的 可能性 很大 这 是 大 股东 主导 的 行情
1	你好 银河 投资 还是 要 等 信号 出现 不能 说 跌 了 多少 就 能 建仓 一般 这种 主力 明显 出货 的 股票 你 也 最 多 就是 博个 出货 反弹 意义 不 大 不要 参与 为 最好 走势 还 算 平稳 可以 持有 观望 总之 就是 不能 有大 阴线 出现 或者 长 上影线
2	你好 雅戈尔 现在 主营业务 变成 了 投资 了 本身 服装 业务 有所 削弱 趋势 看 雅戈尔 也 是 走势 较 好 大盘 近期 走强 个股 都 处于 多头 上升 的 格局 可 介入
1	已 回复
2	有 可能 调整 天 再度 上攻 已经 近期 新高 一般 调整 会 继续 新高 可 适当 根据 分时 做 高低 点 操作
1	大族 激光 从 题材 上 来说 有 D 打印 智能 机械 等 题材 都 是 当前 比较 热门 的 领域 该 公司 有 一定 的 研发 能力 本身 也 是 中盘股 弹性 差 一些 业绩 需要 有 保证 才 好 中线 中长线 配置 会 理想 一些 短线 有 回挡 要求 本身 业绩 一般 主要 还是 靠 新疆 的 政策性 事件驱动   前期 受到 与 可口可乐 合作 影响 一波 强势 的 上升 目前 形成 高位 横盘 通常 这种 后续 有利 好 就 继续 大涨 无大 利好 就 会 慢慢 回落 形成 圆顶 要 小心
2	你好 近期 市场 明显好转 可以 逢低买进
2	你好 从 目前 的 走势 看 大盘 涨 这股 跌 表明 资金 还是 利用 广汇 能源 出 石油 进口 牌照 利好 在 出货 为主 但 利好 就是 利好 向下 调整 到 日线 后 可以 看 是否 有 强劲 的 反弹 出现 那里 可以 加仓 超短 可以 出 锁定 盈利 的 价格 没有 吃掉 之前 都 是 调整
1	之前 回答 了 一次 不是 你 吗 短期 有 调整 长期 有利 好 调整 完 出现 第一次 光头 阳线 可以 再进
2	近期 有 白炽灯 禁用 节能灯 利好 的 消息 课 持有
0	暂时 不 适合 介入
1	昨天 尖刀 探底 分 时 显示 短线 可 逢低买进
1	你好 周四 长 上影线 周五 的 反弹 力度 不够 周一 看 能否 强力 收 光头 阳线 才 好 但 如果 又 收星 那 最少 表明 空方 力度 也 不强 总体 趋势 还是 上升 趋势 的 但离 底部 很久 了 要 有 有效 的 调整 才 会 强劲 上升
1	短线 先出 今天 阴线 回挡 短期 无法 阳线 反转 的话 还是 会 调整 总体 还是 多头 的
2	可 中期 持有 高 抛 低 吸 做 滚动 总体 还是 多头 向上 的
0	现在 是 回挡 迫线 走势 只有 回落 到 新 的 整理 平台 企稳 之后 才 有 可能 重新 再升 这 股 短期 不 建议 考虑
0	破位 不 建议 买入
2	耐心 持有 即可 低位 不怕 的
